id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
690;São Brás;Cristina;Geladeira;Jimmy Coe;masculino;pix
691;Belo Horizonte;Luiz;Smart Band 9 pro;Margaret Mcclelland;feminino;dinheiro
692;Juiz de Fora;Luiza;Iphone;Wendy Leath;feminino;boleto
693;São Paulo;Ana Oliveira;Guitar Condor;Betty Birmingham;feminino;pix
694;Juiz de Fora;Luiza;Guitar Condor;Laurine Hooten;feminino;pix
695;São Paulo;Ana Oliveira;Iphone;Melissa Routh;feminino;pix
696;São Paulo;Ana Oliveira;Guitar Condor;Deborah Vasquez;feminino;boleto
697;Belo Horizonte;Luiz;Iphone;Kelsie Carey;feminino;cartão de crédito
698;São Brás;Carlos;Smart Band 9 pro;Stephanie Green;feminino;dinheiro
699;São Paulo;Lucas Pereira;Iphone;Tammy Flores;feminino;cartão de crédito
700;São Brás;Cristina;Iphone;Margaret Travis;feminino;boleto
701;Juiz de Fora;Luiza;Smart Band 9 pro;Larissa Bazile;feminino;boleto
702;Belo Horizonte;Luiz;Guitar Condor;Roy Fegueroa;masculino;boleto
703;São Brás;Carlos;Smart Band 9 pro;William Obrien;masculino;cartão de crédito
704;São Paulo;Ana Oliveira;Iphone;William Templeton;masculino;boleto
705;Juiz de Fora;Luiza;Smart Band 9 pro;Alfreda Paredes;feminino;boleto
706;Belo Horizonte;Luiz;Geladeira;Barbara Greco;feminino;boleto
707;Juiz de Fora;Luiza;Guitar Condor;Jana Bowman;feminino;boleto
708;Belo Horizonte;Leticia;Guitar Condor;Kenneth Toppin;masculino;dinheiro
709;São Brás;Carlos;Smart Band 9 pro;Jung Hylton;feminino;dinheiro
710;São Brás;Carlos;Guitar Condor;Dolores Torain;feminino;cartão de crédito
711;Juiz de Fora;Marcelo;Smart Band 9 pro;Paula Mcintosh;feminino;cartão de crédito
712;Belo Horizonte;Luiz;Smart Band 9 pro;Leonard Moore;masculino;pix
713;São Brás;Cristina;Geladeira;Mario Reed;masculino;pix
714;São Brás;Carlos;Geladeira;Elizabeth Lear;feminino;dinheiro
715;São Paulo;Lucas Pereira;Geladeira;Zachary Baer;masculino;dinheiro
716;Juiz de Fora;Luiza;Geladeira;Nestor Pool;masculino;dinheiro
717;Belo Horizonte;Luiz;Geladeira;Ivy Brumley;feminino;pix
718;Belo Horizonte;Luiz;Geladeira;Lauren Lambert;feminino;boleto
719;São Paulo;Ana Oliveira;Smart Band 9 pro;John Howard;masculino;pix
720;São Paulo;Lucas Pereira;Geladeira;Jennifer Anderson;feminino;pix
721;Belo Horizonte;Leticia;Smart Band 9 pro;Michael Li;masculino;cartão de crédito
722;São Brás;Carlos;Guitar Condor;Philip Williams;masculino;pix
723;Juiz de Fora;Marcelo;Geladeira;Joseph Dahnke;masculino;dinheiro
724;São Paulo;Ana Oliveira;Guitar Condor;Maude Mccrae;feminino;boleto
725;São Brás;Cristina;Iphone;Rebecca Disney;feminino;pix
726;Juiz de Fora;Marcelo;Iphone;Sharonda Osdoba;feminino;pix
727;Belo Horizonte;Luiz;Geladeira;Jacqueline Gregory;feminino;boleto
728;Belo Horizonte;Leticia;Iphone;Diane Reed;feminino;cartão de crédito
729;São Brás;Carlos;Smart Band 9 pro;Philip Flink;masculino;cartão de crédito
730;Belo Horizonte;Luiz;Geladeira;Paul Munoz;masculino;boleto
731;São Brás;Carlos;Smart Band 9 pro;Heidi Palmer;feminino;dinheiro
732;São Paulo;Ana Oliveira;Guitar Condor;Angelia Roberts;feminino;boleto
733;Juiz de Fora;Marcelo;Smart Band 9 pro;David Groover;masculino;cartão de crédito
734;São Paulo;Lucas Pereira;Smart Band 9 pro;John Whitford;masculino;pix
735;Belo Horizonte;Leticia;Smart Band 9 pro;Karen Webley;feminino;boleto
736;São Paulo;Ana Oliveira;Smart Band 9 pro;James Peebles;masculino;dinheiro
737;São Paulo;Ana Oliveira;Geladeira;Aimee Inglis;feminino;pix
738;Belo Horizonte;Leticia;Geladeira;Susann Beattie;feminino;pix
739;Juiz de Fora;Marcelo;Smart Band 9 pro;Alvin Villarreal;masculino;pix
740;São Brás;Cristina;Iphone;Roland Wood;masculino;pix
741;São Paulo;Ana Oliveira;Geladeira;Annie Dean;feminino;pix
742;São Brás;Cristina;Guitar Condor;Daria Baker;feminino;cartão de crédito
743;Juiz de Fora;Luiza;Smart Band 9 pro;Ronald Lasley;masculino;boleto
744;Belo Horizonte;Leticia;Geladeira;Randy Zuckerman;masculino;dinheiro
745;São Brás;Carlos;Geladeira;Cathy Collis;feminino;cartão de crédito
746;São Paulo;Ana Oliveira;Smart Band 9 pro;Doris Obermiller;feminino;cartão de crédito
747;Juiz de Fora;Luiza;Guitar Condor;Billy Petit;masculino;boleto
748;Juiz de Fora;Luiza;Iphone;Lee Kuykendall;feminino;boleto
749;São Brás;Carlos;Geladeira;Fernando Bennett;masculino;cartão de crédito
750;Belo Horizonte;Leticia;Geladeira;Shirley Wiltberger;feminino;dinheiro
751;Belo Horizonte;Luiz;Geladeira;Brenna Anderson;feminino;cartão de crédito
752;Belo Horizonte;Leticia;Iphone;Clarence Eyre;masculino;boleto
753;Belo Horizonte;Leticia;Smart Band 9 pro;James Mcdaniel;masculino;cartão de crédito
754;São Paulo;Lucas Pereira;Iphone;Walter Porter;masculino;boleto
755;Juiz de Fora;Marcelo;Iphone;Teresa Roland;feminino;dinheiro
756;São Brás;Carlos;Geladeira;Iola Caldwell;feminino;cartão de crédito
757;São Brás;Cristina;Iphone;Brandon Walker;masculino;boleto
758;Juiz de Fora;Luiza;Geladeira;Evelyn Drutman;feminino;boleto
759;Juiz de Fora;Luiza;Iphone;Kathy Stewart;feminino;cartão de crédito
760;Belo Horizonte;Luiz;Smart Band 9 pro;Michael Roberts;masculino;pix
761;São Brás;Cristina;Geladeira;Blake Wright;masculino;pix
762;Belo Horizonte;Luiz;Geladeira;Carolyn Gum;feminino;pix
763;São Brás;Carlos;Smart Band 9 pro;Ethel Spinney;feminino;dinheiro
764;São Brás;Carlos;Smart Band 9 pro;Jeremy Gismondi;masculino;cartão de crédito
765;Juiz de Fora;Marcelo;Guitar Condor;Lazaro Kearney;masculino;dinheiro
766;Juiz de Fora;Marcelo;Guitar Condor;Richard Rogers;masculino;boleto
767;Belo Horizonte;Leticia;Guitar Condor;Sang Obrien;masculino;pix
768;Juiz de Fora;Marcelo;Geladeira;Brian Huntley;masculino;cartão de crédito
769;Belo Horizonte;Leticia;Iphone;Patty Taylor;feminino;dinheiro
770;São Brás;Cristina;Geladeira;Gladys Mark;feminino;boleto
771;São Paulo;Lucas Pereira;Smart Band 9 pro;Stephen Sanos;masculino;dinheiro
772;São Brás;Carlos;Guitar Condor;Deedra Rush;feminino;dinheiro
773;Belo Horizonte;Luiz;Geladeira;Jerry Peery;masculino;pix
774;São Brás;Carlos;Iphone;Betty Myers;feminino;dinheiro
775;São Brás;Carlos;Smart Band 9 pro;Gene Diaz;masculino;dinheiro
776;São Paulo;Ana Oliveira;Geladeira;Sylvia Colicchio;feminino;cartão de crédito
777;Belo Horizonte;Leticia;Iphone;Ramona Rangel;feminino;boleto
778;Belo Horizonte;Leticia;Iphone;Robert Holman;masculino;dinheiro
779;São Brás;Carlos;Geladeira;Nancy Heilman;feminino;cartão de crédito
780;São Paulo;Lucas Pereira;Smart Band 9 pro;Helen Smith;feminino;cartão de crédito
781;Juiz de Fora;Luiza;Iphone;Carl Amen;masculino;dinheiro
782;São Paulo;Ana Oliveira;Geladeira;Billy Ragsdale;masculino;cartão de crédito
783;São Paulo;Lucas Pereira;Guitar Condor;Sandra Rorie;feminino;cartão de crédito
784;Juiz de Fora;Marcelo;Geladeira;Maryann Williams;feminino;pix
785;São Paulo;Ana Oliveira;Geladeira;Lillian Borden;feminino;dinheiro
786;São Brás;Carlos;Guitar Condor;Dennis Nixon;masculino;pix
787;Belo Horizonte;Luiz;Guitar Condor;Bernice Jordan;feminino;pix
788;São Paulo;Lucas Pereira;Smart Band 9 pro;Julius Chandler;masculino;pix
789;São Brás;Cristina;Guitar Condor;Damon Madden;masculino;cartão de crédito
790;Belo Horizonte;Luiz;Guitar Condor;Marie Davis;feminino;cartão de crédito
791;São Paulo;Lucas Pereira;Smart Band 9 pro;Donita Heenan;feminino;dinheiro
792;Juiz de Fora;Marcelo;Iphone;Moises Card;masculino;boleto
793;Belo Horizonte;Luiz;Geladeira;Molly Harris;feminino;boleto
794;Belo Horizonte;Leticia;Iphone;Scott Dalton;masculino;cartão de crédito
795;Juiz de Fora;Marcelo;Geladeira;Kara Harris;feminino;boleto
796;Belo Horizonte;Luiz;Iphone;Joann Simmons;feminino;pix
797;Juiz de Fora;Marcelo;Smart Band 9 pro;Maria Clark;feminino;cartão de crédito
798;São Paulo;Lucas Pereira;Geladeira;Joan Mason;feminino;boleto
799;Belo Horizonte;Leticia;Geladeira;Sharon Hearn;feminino;pix
800;São Brás;Cristina;Geladeira;Donna Smith;feminino;pix
801;São Brás;Cristina;Guitar Condor;Taylor Sharpe;masculino;boleto
802;Belo Horizonte;Luiz;Geladeira;Nicholas Mccloughan;masculino;dinheiro
803;Juiz de Fora;Luiza;Guitar Condor;Frederick Soto;masculino;cartão de crédito
804;São Brás;Carlos;Geladeira;Willis Jaramillo;masculino;pix
805;Juiz de Fora;Luiza;Iphone;Melvin Musigdilok;masculino;cartão de crédito
806;Juiz de Fora;Marcelo;Smart Band 9 pro;Flora Schroder;feminino;boleto
807;São Paulo;Ana Oliveira;Guitar Condor;Sally Parramore;feminino;pix
808;São Paulo;Ana Oliveira;Iphone;David Willis;masculino;boleto
809;São Paulo;Lucas Pereira;Guitar Condor;Carolyn Gregory;feminino;dinheiro
810;São Brás;Cristina;Guitar Condor;Jimmy Hodge;masculino;cartão de crédito
811;Belo Horizonte;Leticia;Guitar Condor;Pablo Ott;masculino;dinheiro
812;Juiz de Fora;Marcelo;Smart Band 9 pro;Charles Zeger;masculino;pix
813;Belo Horizonte;Luiz;Geladeira;Lucille Denson;feminino;pix
814;São Brás;Carlos;Smart Band 9 pro;John Kimball;masculino;pix
815;Belo Horizonte;Leticia;Guitar Condor;Lee Momphard;masculino;pix
816;São Brás;Carlos;Iphone;Jerry Reifsnyder;masculino;dinheiro
817;São Paulo;Lucas Pereira;Geladeira;Michael Molina;masculino;cartão de crédito
818;Juiz de Fora;Luiza;Geladeira;Steve Smith;masculino;boleto
819;São Brás;Carlos;Guitar Condor;Anthony Hughes;masculino;boleto
820;São Brás;Cristina;Geladeira;Seth Bryant;masculino;dinheiro
821;Belo Horizonte;Luiz;Smart Band 9 pro;Erin Dixon;feminino;boleto
822;Juiz de Fora;Luiza;Guitar Condor;Stephen Neal;masculino;cartão de crédito
823;Belo Horizonte;Luiz;Smart Band 9 pro;Erasmo Marshall;masculino;dinheiro
824;São Brás;Cristina;Geladeira;Leona Stuart;feminino;boleto
825;Juiz de Fora;Marcelo;Guitar Condor;Paul Negrete;masculino;pix
826;São Paulo;Ana Oliveira;Smart Band 9 pro;Todd Norton;masculino;cartão de crédito
827;São Brás;Carlos;Guitar Condor;Janet Greenwood;feminino;boleto
828;São Paulo;Ana Oliveira;Geladeira;Frank Vazquez;masculino;pix
829;Belo Horizonte;Luiz;Guitar Condor;Steve Howard;masculino;dinheiro
830;São Paulo;Ana Oliveira;Iphone;Donna Rodriguez;feminino;dinheiro
831;São Brás;Carlos;Iphone;Hailey Neely;feminino;boleto
832;São Brás;Carlos;Guitar Condor;Linda Scott;feminino;cartão de crédito
833;São Paulo;Ana Oliveira;Smart Band 9 pro;John Norman;masculino;dinheiro
834;Juiz de Fora;Luiza;Geladeira;Leticia Thibadeau;feminino;cartão de crédito
835;Juiz de Fora;Marcelo;Iphone;Gilbert Northrup;masculino;cartão de crédito
836;São Paulo;Ana Oliveira;Smart Band 9 pro;Cory Anderson;masculino;boleto
837;São Paulo;Ana Oliveira;Iphone;Alice Mills;feminino;pix
838;São Brás;Cristina;Geladeira;Marcus Bivins;masculino;boleto
839;Belo Horizonte;Leticia;Iphone;James Cabrera;masculino;boleto
840;São Paulo;Ana Oliveira;Iphone;Roman Lyman;masculino;pix
841;Juiz de Fora;Luiza;Iphone;Daniel Alaniz;masculino;boleto
842;Belo Horizonte;Leticia;Guitar Condor;Allison Blazejewski;feminino;pix
843;Juiz de Fora;Marcelo;Iphone;Linda Short;feminino;boleto
844;Juiz de Fora;Marcelo;Guitar Condor;Barbara Giles;feminino;pix
845;Juiz de Fora;Luiza;Smart Band 9 pro;Johnny Vent;masculino;cartão de crédito
846;Juiz de Fora;Marcelo;Iphone;David Khalil;masculino;pix
847;Juiz de Fora;Luiza;Geladeira;Edith Furrow;feminino;pix
848;Belo Horizonte;Luiz;Geladeira;Sylvia Cooper;feminino;pix
849;São Paulo;Lucas Pereira;Iphone;Camilla Anderson;feminino;pix
850;Belo Horizonte;Leticia;Iphone;Mary Mccombs;feminino;boleto
851;São Paulo;Ana Oliveira;Geladeira;John Mitchell;masculino;pix
852;Belo Horizonte;Leticia;Smart Band 9 pro;Veronica Vogel;feminino;cartão de crédito
853;Belo Horizonte;Luiz;Guitar Condor;Eva Mooreland;feminino;boleto
854;Belo Horizonte;Leticia;Iphone;Julius Dafonte;masculino;cartão de crédito
855;Juiz de Fora;Marcelo;Smart Band 9 pro;Carolyn Vargas;feminino;boleto
856;São Brás;Carlos;Iphone;Jon Blackwell;masculino;boleto
857;São Brás;Carlos;Iphone;George Baker;masculino;pix
858;Juiz de Fora;Luiza;Geladeira;Pablo Morris;masculino;pix
859;São Brás;Carlos;Iphone;Robert Marrs;masculino;pix
860;Belo Horizonte;Luiz;Smart Band 9 pro;Jack Hotaling;masculino;boleto
861;São Paulo;Lucas Pereira;Smart Band 9 pro;Frances Halter;feminino;pix
862;Juiz de Fora;Luiza;Geladeira;Doris Simon;feminino;pix
863;São Paulo;Lucas Pereira;Smart Band 9 pro;Cynthia Patel;feminino;dinheiro
864;Belo Horizonte;Luiz;Geladeira;Jessica Duncan;feminino;boleto
865;São Paulo;Lucas Pereira;Smart Band 9 pro;Sandra Pulver;feminino;pix
866;São Paulo;Lucas Pereira;Smart Band 9 pro;Mary League;feminino;dinheiro
867;São Brás;Cristina;Geladeira;Ashlee Wade;feminino;dinheiro
868;Belo Horizonte;Luiz;Smart Band 9 pro;Lino Pittman;masculino;pix
869;Belo Horizonte;Leticia;Guitar Condor;Wesley Smith;masculino;pix
870;Juiz de Fora;Luiza;Guitar Condor;Donna Hunt;feminino;dinheiro
871;Belo Horizonte;Luiz;Geladeira;Donna Jones;feminino;boleto
872;Belo Horizonte;Luiz;Guitar Condor;Earl Mcfadden;masculino;pix
873;São Brás;Cristina;Iphone;Michael Mahan;masculino;boleto
874;São Paulo;Ana Oliveira;Iphone;Kenneth Brown;masculino;boleto
875;Juiz de Fora;Marcelo;Iphone;Floyd Kelly;masculino;cartão de crédito
876;São Brás;Carlos;Smart Band 9 pro;Katharine Schulle;feminino;boleto
877;São Paulo;Lucas Pereira;Guitar Condor;Michael Hunter;masculino;dinheiro
878;Juiz de Fora;Marcelo;Geladeira;Joseph Baker;masculino;dinheiro
879;Belo Horizonte;Luiz;Geladeira;James Kim;masculino;dinheiro
880;Juiz de Fora;Luiza;Iphone;Georgiana Smyth;feminino;dinheiro
881;Juiz de Fora;Luiza;Geladeira;Michael Summey;masculino;pix
882;São Paulo;Ana Oliveira;Guitar Condor;Mikel Balas;masculino;cartão de crédito
883;Belo Horizonte;Leticia;Geladeira;Joan Carson;feminino;pix
884;Belo Horizonte;Luiz;Geladeira;James Plant;masculino;dinheiro
885;São Brás;Cristina;Iphone;Chuck Matthews;masculino;cartão de crédito
886;São Paulo;Ana Oliveira;Iphone;Malcolm Howard;masculino;dinheiro
887;São Brás;Cristina;Iphone;Beulah Tribble;feminino;dinheiro
888;Belo Horizonte;Luiz;Guitar Condor;Andrea Wild;feminino;dinheiro
889;Belo Horizonte;Leticia;Geladeira;Michael Fischer;masculino;dinheiro
890;Belo Horizonte;Leticia;Guitar Condor;Marcus Riddle;masculino;boleto
891;São Paulo;Ana Oliveira;Iphone;Donald Glass;masculino;boleto
892;São Paulo;Ana Oliveira;Iphone;Lena Mercurio;feminino;cartão de crédito
893;Belo Horizonte;Luiz;Smart Band 9 pro;Frank Batten;masculino;pix
894;São Brás;Cristina;Geladeira;Maxine Magnanti;feminino;boleto
895;São Paulo;Ana Oliveira;Guitar Condor;Sam Campana;masculino;pix
896;Juiz de Fora;Marcelo;Geladeira;Christine Day;feminino;dinheiro
897;Belo Horizonte;Luiz;Smart Band 9 pro;Chris Lynch;masculino;boleto
898;São Brás;Carlos;Iphone;Lisa Beaver;feminino;dinheiro
899;São Paulo;Ana Oliveira;Iphone;Ruth Lehman;feminino;dinheiro
900;Juiz de Fora;Luiza;Geladeira;Diane Watson;feminino;cartão de crédito
901;São Paulo;Lucas Pereira;Geladeira;Jannie Stewart;feminino;cartão de crédito
902;Juiz de Fora;Luiza;Guitar Condor;Amber Cook;feminino;dinheiro
903;São Brás;Carlos;Geladeira;Kermit Bennett;masculino;dinheiro
904;Belo Horizonte;Leticia;Geladeira;Jess Cardenas;masculino;pix
905;Juiz de Fora;Luiza;Guitar Condor;James Padilla;masculino;cartão de crédito
906;São Brás;Cristina;Geladeira;Arthur Chalmers;masculino;pix
907;São Paulo;Ana Oliveira;Iphone;Norma Allen;feminino;pix
908;São Paulo;Lucas Pereira;Smart Band 9 pro;Dennis Mason;masculino;cartão de crédito
909;São Paulo;Lucas Pereira;Guitar Condor;Efrain Smith;masculino;boleto
910;São Paulo;Ana Oliveira;Smart Band 9 pro;Lizzie Nolder;feminino;pix
911;São Brás;Cristina;Guitar Condor;Guillermo Degenfelder;masculino;boleto
912;Juiz de Fora;Marcelo;Guitar Condor;Brandon Schulz;masculino;boleto
913;São Paulo;Lucas Pereira;Iphone;Randy Walden;masculino;boleto
914;Belo Horizonte;Luiz;Iphone;Todd Farwell;masculino;boleto
915;Juiz de Fora;Luiza;Geladeira;Rebecca Payne;feminino;dinheiro
916;São Brás;Carlos;Smart Band 9 pro;Alexis Hazzard;masculino;cartão de crédito
917;Belo Horizonte;Leticia;Smart Band 9 pro;Brianna Scott;feminino;dinheiro
918;São Brás;Carlos;Smart Band 9 pro;Susan West;feminino;cartão de crédito
919;São Brás;Carlos;Guitar Condor;Earl Kellstrom;masculino;boleto
920;Juiz de Fora;Luiza;Guitar Condor;Jennifer Gerken;feminino;pix
921;Juiz de Fora;Luiza;Iphone;Lisa Rosales;feminino;cartão de crédito
922;São Brás;Carlos;Guitar Condor;Matthew Hale;masculino;dinheiro
923;São Brás;Carlos;Smart Band 9 pro;Milton Morrell;masculino;boleto
924;Juiz de Fora;Marcelo;Geladeira;Theodore Sheridan;masculino;boleto
925;São Brás;Carlos;Iphone;Sheryl Mendez;feminino;pix
926;Juiz de Fora;Marcelo;Smart Band 9 pro;Angel Zecca;masculino;boleto
927;São Paulo;Lucas Pereira;Iphone;Mark Gamble;masculino;dinheiro
928;Juiz de Fora;Luiza;Guitar Condor;Roger Williamson;masculino;boleto
929;Juiz de Fora;Marcelo;Smart Band 9 pro;Theresa Pratt;feminino;dinheiro
930;Juiz de Fora;Marcelo;Smart Band 9 pro;Juan Crawford;masculino;pix
931;Belo Horizonte;Leticia;Iphone;Marlene Reidinger;feminino;pix
932;São Brás;Cristina;Geladeira;Leona Piehler;feminino;dinheiro
933;São Paulo;Lucas Pereira;Geladeira;Esmeralda Webber;feminino;dinheiro
934;Juiz de Fora;Marcelo;Geladeira;Lesia Tarver;feminino;dinheiro
935;Juiz de Fora;Marcelo;Geladeira;Shanika Brazee;feminino;pix
936;São Brás;Cristina;Geladeira;Ronald Estrada;masculino;boleto
937;São Brás;Carlos;Iphone;Susan Gambill;feminino;cartão de crédito
938;São Paulo;Ana Oliveira;Smart Band 9 pro;Germaine Luvene;feminino;cartão de crédito
939;São Brás;Cristina;Iphone;Raymond Hughes;masculino;pix
940;Belo Horizonte;Luiz;Iphone;Roger Scott;masculino;dinheiro
941;Belo Horizonte;Leticia;Guitar Condor;Ralph Foley;masculino;boleto
942;Juiz de Fora;Luiza;Geladeira;Don David;masculino;dinheiro
943;Juiz de Fora;Marcelo;Geladeira;Benjamin Flor;masculino;dinheiro
944;São Brás;Cristina;Iphone;Harriet Walker;feminino;boleto
945;São Paulo;Lucas Pereira;Guitar Condor;Kelly Smith;feminino;dinheiro
946;São Paulo;Ana Oliveira;Geladeira;Catherine White;feminino;boleto
947;São Paulo;Ana Oliveira;Guitar Condor;Lillian Smith;feminino;pix
948;São Brás;Carlos;Iphone;James Walkup;masculino;cartão de crédito
949;Belo Horizonte;Leticia;Geladeira;Harry Ferretti;masculino;cartão de crédito
950;Juiz de Fora;Marcelo;Geladeira;Sarah Broussard;feminino;dinheiro
951;São Brás;Cristina;Guitar Condor;Nancy Fiscalini;feminino;boleto
952;São Paulo;Ana Oliveira;Geladeira;Francis Raney;masculino;pix
953;Belo Horizonte;Luiz;Smart Band 9 pro;Cheryl Delcour;feminino;pix
954;Belo Horizonte;Leticia;Geladeira;Michael Malloy;masculino;dinheiro
955;São Brás;Cristina;Iphone;Hazel Hunter;feminino;pix
956;Juiz de Fora;Luiza;Guitar Condor;Christopher Medas;masculino;pix
957;São Brás;Cristina;Iphone;Jane Ward;feminino;cartão de crédito
958;Belo Horizonte;Leticia;Iphone;Maude Holmes;feminino;cartão de crédito
959;Juiz de Fora;Marcelo;Iphone;Christopher Oatman;masculino;cartão de crédito
960;São Brás;Cristina;Smart Band 9 pro;Cynthia Tucker;feminino;cartão de crédito
961;São Paulo;Ana Oliveira;Guitar Condor;Walter Kuster;masculino;pix
962;São Brás;Carlos;Iphone;Craig Desilva;masculino;cartão de crédito
963;São Paulo;Lucas Pereira;Smart Band 9 pro;James Ward;masculino;boleto
964;São Brás;Cristina;Guitar Condor;Michelle Reynolds;feminino;cartão de crédito
965;São Paulo;Lucas Pereira;Guitar Condor;Anne Warren;feminino;pix
966;São Paulo;Lucas Pereira;Geladeira;Leona Carmichael;feminino;dinheiro
967;Belo Horizonte;Luiz;Smart Band 9 pro;Elaine Stephenson;feminino;cartão de crédito
968;São Brás;Carlos;Guitar Condor;Thelma Mendoza;feminino;pix
969;São Paulo;Ana Oliveira;Smart Band 9 pro;Judith Sparr;feminino;boleto
970;São Brás;Carlos;Guitar Condor;Ruth Koester;feminino;cartão de crédito
971;Juiz de Fora;Marcelo;Geladeira;Darrell Sabo;masculino;cartão de crédito
972;São Brás;Cristina;Iphone;Tabitha Hemphill;feminino;pix
973;São Paulo;Ana Oliveira;Iphone;Nancy Martin;feminino;boleto
974;Juiz de Fora;Luiza;Smart Band 9 pro;Courtney Stewart;feminino;cartão de crédito
975;Juiz de Fora;Luiza;Guitar Condor;Robert Steury;masculino;cartão de crédito
976;Juiz de Fora;Marcelo;Geladeira;Ellen Hildreth;feminino;pix
977;São Paulo;Ana Oliveira;Smart Band 9 pro;Anthony Cain;masculino;pix
978;Juiz de Fora;Marcelo;Guitar Condor;Patrica Sample;feminino;boleto
979;São Paulo;Lucas Pereira;Geladeira;Melvin Trudnowski;masculino;boleto
980;São Brás;Cristina;Geladeira;Sara Morrissey;feminino;boleto
981;Juiz de Fora;Luiza;Geladeira;Mary Cephas;feminino;dinheiro
982;Juiz de Fora;Marcelo;Geladeira;Sandra Pettway;feminino;pix
983;Juiz de Fora;Luiza;Iphone;Regina Mustafa;feminino;pix
984;Belo Horizonte;Leticia;Geladeira;Adriana Voegele;feminino;cartão de crédito
985;São Paulo;Lucas Pereira;Guitar Condor;Linda Brooks;feminino;cartão de crédito
986;São Brás;Carlos;Iphone;Essie Hopfensperger;feminino;dinheiro
987;São Paulo;Ana Oliveira;Geladeira;Nancy Thompson;feminino;boleto
988;Belo Horizonte;Luiz;Smart Band 9 pro;James Guinn;masculino;pix
989;Juiz de Fora;Marcelo;Geladeira;Ronald Crites;masculino;cartão de crédito
990;São Brás;Cristina;Geladeira;Tom Reed;masculino;dinheiro
991;São Paulo;Ana Oliveira;Smart Band 9 pro;Mary Higgins;feminino;dinheiro
992;Belo Horizonte;Luiz;Smart Band 9 pro;Herbert Humphrey;masculino;cartão de crédito
993;São Paulo;Lucas Pereira;Geladeira;Evelyn Fonner;feminino;cartão de crédito
994;Belo Horizonte;Leticia;Geladeira;Marvin Long;masculino;dinheiro
995;São Paulo;Lucas Pereira;Iphone;John Scheetz;masculino;dinheiro
996;São Paulo;Ana Oliveira;Guitar Condor;John Williams;masculino;cartão de crédito
997;Juiz de Fora;Luiza;Guitar Condor;Monica Ganong;feminino;cartão de crédito
998;Belo Horizonte;Luiz;Geladeira;Susan Meder;feminino;pix
999;Belo Horizonte;Luiz;Geladeira;Brian Harness;masculino;pix
1000;São Brás;Cristina;Guitar Condor;Deborah Bell;feminino;pix
1001;São Brás;Carlos;Geladeira;Esther Bradford;feminino;cartão de crédito
1002;São Paulo;Ana Oliveira;Guitar Condor;Laurie Dykes;feminino;boleto
1003;São Brás;Cristina;Smart Band 9 pro;Grace Heyd;feminino;cartão de crédito
1004;São Brás;Cristina;Smart Band 9 pro;Janice Estep;feminino;pix
1005;Belo Horizonte;Leticia;Geladeira;William Marshall;masculino;cartão de crédito
1006;Juiz de Fora;Marcelo;Geladeira;Penny Boothe;feminino;boleto
1007;São Brás;Carlos;Guitar Condor;Doris Barrow;feminino;boleto
1008;São Paulo;Lucas Pereira;Guitar Condor;Edward Jeffcoat;masculino;cartão de crédito
1009;Juiz de Fora;Luiza;Guitar Condor;Nancy Walker;feminino;cartão de crédito
1010;Belo Horizonte;Leticia;Guitar Condor;Kerri Patterson;feminino;boleto
1011;Belo Horizonte;Luiz;Iphone;Ida Thomas;feminino;pix
1012;São Paulo;Ana Oliveira;Guitar Condor;Neil Paradis;masculino;dinheiro
1013;São Brás;Carlos;Geladeira;Kent Niswander;masculino;boleto
1014;Juiz de Fora;Luiza;Geladeira;Stephen Marshall;masculino;pix
1015;São Brás;Carlos;Smart Band 9 pro;Marion Collins;feminino;boleto
1016;São Brás;Cristina;Geladeira;Marilyn White;feminino;dinheiro
1017;Juiz de Fora;Marcelo;Smart Band 9 pro;Wayne Scott;masculino;dinheiro
1018;Belo Horizonte;Leticia;Iphone;Troy Hawk;masculino;boleto
1019;São Brás;Cristina;Iphone;Raymond Miller;masculino;dinheiro
1020;Juiz de Fora;Marcelo;Smart Band 9 pro;Allison Clayton;feminino;pix
1021;Juiz de Fora;Marcelo;Guitar Condor;April Vines;feminino;pix
1022;São Brás;Cristina;Geladeira;Ann Brennan;feminino;cartão de crédito
1023;São Brás;Cristina;Smart Band 9 pro;Erma Nakano;feminino;pix
1024;São Paulo;Ana Oliveira;Smart Band 9 pro;Dorothy Dahlman;feminino;boleto
1025;Juiz de Fora;Luiza;Smart Band 9 pro;Hilda Dorn;feminino;pix
1026;São Brás;Carlos;Geladeira;Donna Schleck;feminino;dinheiro
1027;Juiz de Fora;Marcelo;Iphone;Martha Moran;feminino;cartão de crédito
1028;São Brás;Cristina;Smart Band 9 pro;Thomas Peterson;masculino;boleto
1029;Belo Horizonte;Luiz;Guitar Condor;Myrtle Meraz;feminino;dinheiro
1030;Belo Horizonte;Luiz;Guitar Condor;Ronald Mease;masculino;boleto
1031;São Paulo;Lucas Pereira;Smart Band 9 pro;Helen Barajas;feminino;cartão de crédito
1032;São Paulo;Ana Oliveira;Iphone;Shirley Collins;feminino;boleto
1033;São Paulo;Ana Oliveira;Geladeira;Alissa Smith;feminino;dinheiro
1034;São Brás;Carlos;Smart Band 9 pro;Marcia Valadez;feminino;dinheiro
1035;São Paulo;Ana Oliveira;Smart Band 9 pro;Andrew Johnson;masculino;cartão de crédito
